origen,h,objetivo,modelo,pronostico,real,p025,p10,p90,p975
2022-08,3,2022-11,ridge,8.31284,8.44723,7.18114,7.88648,9.42376,9.97758
2022-09,3,2022-12,ridge,7.64014,8.45916,6.50988,7.21391,8.74523,9.30335
2022-10,3,2023-01,ridge,8.07671,8.66427,6.94788,7.65061,9.17597,9.73837
2022-11,3,2023-02,ridge,8.34745,8.64592,7.22007,7.92149,9.44089,10.00758
2022-12,3,2023-03,ridge,7.96578,8.40057,6.83984,7.53995,9.05340,9.62437
2023-01,3,2023-04,ridge,7.12814,7.96505,6.00364,6.70245,8.20993,8.78520
2023-02,3,2023-05,ridge,6.75348,7.89389,5.63041,6.32791,7.82943,8.40899
2023-03,3,2023-06,ridge,6.13112,6.46150,5.00950,5.70569,7.20125,7.78510
2023-04,3,2023-07,ridge,5.82554,5.88160,4.70535,5.40024,6.88984,7.47797
2023-05,3,2023-08,ridge,5.62463,5.57615,4.51297,5.20004,6.74138,7.27419
2023-06,3,2023-09,ridge,4.88526,5.04455,3.78213,4.46138,5.99618,6.53193
2023-07,3,2023-10,ridge,4.70989,4.34308,3.61529,4.28672,5.81498,6.35368
2023-08,3,2023-11,ridge,4.37074,3.63647,3.28467,3.94828,5.47001,6.01165
2023-09,3,2023-12,ridge,3.75950,3.23738,2.68195,3.33775,4.85294,5.39752
2023-10,3,2024-01,ridge,3.17045,3.02392,2.10143,2.74941,4.25806,4.80559
2023-11,3,2024-02,ridge,2.85955,3.29407,1.79906,2.43385,3.94133,4.49180
2023-12,3,2024-03,ridge,2.30253,3.04505,1.25057,1.86869,3.37849,3.93190
2024-01,3,2024-04,ridge,1.64744,2.42208,0.60401,1.21721,2.71757,3.27393
2024-02,3,2024-05,ridge,1.94010,2.00494,0.90519,1.51347,3.00440,3.56370
2024-03,3,2024-06,ridge,2.74778,2.28538,1.72140,2.32128,3.81048,4.36850
2024-04,3,2024-07,ridge,2.38790,2.12766,1.37006,1.96154,3.44900,4.00574
2024-05,3,2024-08,ridge,1.97562,2.03410,0.96630,1.54940,3.03512,3.59058
2024-06,3,2024-09,ridge,1.99799,1.77501,0.99720,1.54990,3.05588,3.61006
2024-07,3,2024-10,ridge,2.45802,2.00918,1.46576,2.01351,3.51431,4.06721
2024-08,3,2024-11,ridge,2.64249,2.27199,1.65876,2.20156,3.69718,4.24880
2024-09,3,2024-12,ridge,1.93531,1.96630,0.96010,1.49795,2.98839,3.53873
2024-10,3,2025-01,ridge,1.86186,1.85158,0.89518,1.41031,2.91334,3.46240
2024-11,3,2025-02,ridge,1.71826,1.47733,0.76011,1.26806,2.76814,3.31591
2024-12,3,2025-03,ridge,1.23879,1.27718,0.28916,0.78995,2.28706,2.83356
2025-01,3,2025-04,ridge,1.07094,1.65183,0.12984,0.62432,2.11386,2.66283
2025-02,3,2025-05,ridge,1.12842,1.68666,0.19585,0.68402,2.16600,2.71743
2025-03,3,2025-06,ridge,1.35858,1.69371,0.43454,0.91640,2.39080,2.94470
2025-04,3,2025-07,ridge,1.45998,1.68880,0.54446,1.02002,2.48685,3.04321
2025-05,3,2025-08,ridge,1.06499,1.10633,0.15800,0.62725,2.08651,2.64534
2025-06,3,2025-09,ridge,1.52314,1.35839,0.62469,1.08763,2.53931,3.10061
2025-07,3,2025-10,ridge,1.70977,1.35177,0.81985,1.27648,2.72060,3.28436
2025-08,3,2025-11,ridge,1.15797,1.36861,0.27657,0.72690,2.16344,2.72968
2025-09,3,2025-12,ridge,1.08694,1.50880,0.21407,0.65809,2.08707,2.65576
2025-10,3,2026-01,ridge,1.12584,1.70092,0.26150,0.69921,2.12061,2.69178
2025-11,3,2026-02,ridge,1.38536,2.21417,0.52955,0.95887,2.37906,2.94842
2025-12,3,2026-03,ridge,1.15168,3.80455,0.30439,0.72532,2.14428,2.71185
2026-01,3,2026-04,ridge,0.80659,4.01414,-0.03217,0.38036,1.79811,2.36387
2026-02,3,2026-05,ridge,1.51992,3.90505,0.68970,1.09383,2.51037,3.07433
2026-03,3,2026-06,ridge,4.15434,4.00891,3.33264,3.72838,5.17586,5.81447
2026-04,3,2026-07,ridge,5.45979,4.06515,4.64661,5.03396,6.51447,7.17470
2026-05,3,2026-08,ridge,6.11393,4.43781,5.30928,5.68823,7.19571,7.86198
2026-06,3,2026-09,ridge,5.12019,,4.32408,4.69463,6.19615,6.86004
2026-07,3,2026-10,ridge,4.88364,,3.76201,4.45479,5.95377,6.61528
2026-08,3,2026-11,ridge,4.78942,,3.61164,4.34058,5.85372,6.51285
2015-04,4,2015-08,ridge,2.69325,4.04267,2.41270,2.62543,3.66298,4.02604
2015-05,4,2015-09,ridge,3.41693,3.90456,3.13667,3.36378,4.57393,4.89294
2015-06,4,2015-10,ridge,3.63768,3.66020,3.35773,3.59920,4.98852,5.12143
2015-07,4,2015-11,ridge,4.29922,4.17257,4.01957,4.27541,5.71416,5.78294
2015-08,4,2015-12,ridge,4.52910,4.39793,4.24975,4.51996,5.93468,6.01279
2015-09,4,2016-01,ridge,4.06512,4.60869,3.78607,4.07066,5.46134,5.54878
2015-10,4,2016-02,ridge,3.72735,4.47376,3.44861,3.73644,5.11420,5.21099
2015-11,4,2016-03,ridge,3.84050,4.30108,3.56205,3.72866,5.21799,5.32411
2015-12,4,2016-04,ridge,3.86575,3.90721,3.58761,3.74058,5.24043,5.34933
2016-01,4,2016-05,ridge,3.45385,3.54062,3.17601,3.33016,4.82573,4.93741
2016-02,4,2016-06,ridge,3.39567,3.34162,3.11813,3.27346,4.76474,4.87920
2016-03,4,2016-07,ridge,3.26956,2.96196,2.99233,3.14884,4.63583,4.75307
2016-04,4,2016-08,ridge,2.80333,2.94253,2.52639,2.68408,4.16678,4.28680
2016-05,4,2016-09,ridge,2.70499,3.12667,2.42836,2.58722,4.06564,4.18844
2016-06,4,2016-10,ridge,2.60411,3.40529,2.32778,2.48783,3.96195,4.08753
2016-07,4,2016-11,ridge,1.79868,3.34963,1.51018,1.67112,3.15372,3.28208
2016-08,4,2016-12,ridge,1.66437,3.23488,1.37637,1.53726,3.01660,3.14774
2016-09,4,2017-01,ridge,1.59736,3.09636,1.30986,1.47070,2.94678,3.08070
2016-10,4,2017-02,ridge,2.11415,3.24979,1.82695,1.98897,3.45168,3.59718
2016-11,4,2017-03,ridge,2.58846,3.97485,2.30156,2.46476,3.96033,4.07281
2016-12,4,2017-04,ridge,2.97202,3.69472,2.68543,2.84981,4.41505,4.51798
2017-01,4,2017-05,ridge,3.19301,3.03980,2.90672,3.07229,4.67147,4.73877
2017-02,4,2017-06,ridge,3.43552,2.73244,3.14953,3.31628,4.91275,4.97998
2017-03,4,2017-07,ridge,4.72663,2.85207,4.44095,4.60887,6.20264,6.26979
2017-04,4,2017-08,ridge,3.83660,3.17381,3.55121,3.72031,5.31138,5.37845
2017-05,4,2017-09,ridge,3.20770,2.94500,2.92262,3.08014,4.68127,4.74826
2017-06,4,2017-10,ridge,2.37233,2.04014,2.06925,2.23895,3.84467,3.91159
2017-07,4,2017-11,ridge,2.39785,1.54434,1.79364,2.24464,3.86897,3.93581
2017-08,4,2017-12,ridge,2.88769,1.36486,2.19569,2.62449,4.35034,4.42436
2017-09,4,2018-01,ridge,2.67002,1.25319,1.97903,2.39714,4.12420,4.20539
2017-10,4,2018-02,ridge,2.02011,1.17956,1.33013,1.73624,3.46582,3.55418
2017-11,4,2018-03,ridge,0.57879,0.36314,-0.22207,0.27923,2.01602,2.11156
2017-12,4,2018-04,ridge,1.03273,0.48487,-0.23911,0.71283,2.46149,2.56420
2018-01,4,2018-05,ridge,1.46553,0.93069,-0.01490,1.00111,2.88582,2.99570
2018-02,4,2018-06,ridge,1.87772,1.42933,0.39994,1.20285,3.28954,3.40660
2018-03,4,2018-07,ridge,2.13390,1.61610,0.65876,1.46305,3.53724,3.66147
2018-04,4,2018-08,ridge,1.32207,1.07058,-0.15042,0.65525,2.71694,2.84834
2018-05,4,2018-09,ridge,1.27743,1.28028,-0.19240,0.61464,2.66383,2.80241
2018-06,4,2018-10,ridge,1.91492,1.84089,0.44773,1.26362,3.30042,3.43859
2018-07,4,2018-11,ridge,2.18369,2.16710,0.71916,1.54389,3.56831,3.70607
2018-08,4,2018-12,ridge,2.69834,2.19252,1.23646,2.07003,4.08206,4.21942
2018-09,4,2019-01,ridge,2.49655,2.12916,1.03732,1.87974,3.87939,4.01634
2018-10,4,2019-02,ridge,2.37166,2.00339,0.91507,1.76634,3.75360,3.89014
2018-11,4,2019-03,ridge,2.65359,2.24744,1.19965,2.05976,4.03464,4.17077
2018-12,4,2019-04,ridge,3.03593,2.59265,1.58464,2.45359,4.41609,4.55181
2019-01,4,2019-05,ridge,2.72555,2.72513,1.27691,2.15470,4.10482,4.24013
2019-02,4,2019-06,ridge,2.30407,2.29478,0.85808,1.74471,3.68244,3.81735
2019-03,4,2019-07,ridge,2.33560,2.11191,0.89227,1.78774,3.71309,3.84759
2019-04,4,2019-08,ridge,2.20560,2.03972,0.76492,1.65905,3.58029,3.71630
2019-05,4,2019-09,ridge,2.28178,1.85101,0.84374,1.73652,3.65365,3.79117
2019-06,4,2019-10,ridge,2.02707,1.88056,0.59169,1.48312,3.39614,3.53517
2019-07,4,2019-11,ridge,1.79870,1.86680,0.36597,1.25605,3.16496,3.30550
2019-08,4,2019-12,ridge,1.60143,1.90009,0.17135,1.06008,2.96488,3.10693
2019-09,4,2020-01,ridge,1.55784,1.88836,0.13041,1.01779,2.91849,3.06204
2019-10,4,2020-02,ridge,1.78071,1.90404,0.35593,1.24196,3.13855,3.28361
2019-11,4,2020-03,ridge,1.67053,1.82153,0.24840,1.13309,3.02557,3.17214
2019-12,4,2020-04,ridge,1.67030,1.72449,0.25082,1.13416,3.02253,3.17060
2020-01,4,2020-05,ridge,1.35343,1.78192,-0.06340,0.81859,2.70285,2.85243
2020-02,4,2020-06,ridge,1.66788,1.59873,0.26513,1.13474,3.00541,3.16652
2020-03,4,2020-07,ridge,2.20305,1.86170,0.81439,1.67162,3.52870,3.70133
2020-04,4,2020-08,ridge,2.05402,1.68740,0.67944,1.52429,3.36778,3.55193
2020-05,4,2020-09,ridge,2.30069,1.81955,0.94019,1.77266,3.60256,3.79823
2020-06,4,2020-10,ridge,1.69799,1.72400,0.35157,1.17167,2.98797,3.19517
2020-07,4,2020-11,ridge,1.76773,2.14221,0.43540,1.24312,3.04583,3.26455
2020-08,4,2020-12,ridge,1.40303,1.97323,0.08478,0.88012,2.66924,2.89948
2020-09,4,2021-01,ridge,1.54187,2.67555,0.23770,1.02066,2.79619,3.03796
2020-10,4,2021-02,ridge,1.82865,2.40134,0.53856,1.30914,3.07108,3.32437
2020-11,4,2021-03,ridge,2.36577,2.59818,1.08977,1.84797,3.59631,3.86112
2020-12,4,2021-04,ridge,2.45626,2.38370,1.19434,1.93966,3.67732,3.95125
2021-01,4,2021-05,ridge,3.13542,2.44746,1.88758,2.62002,4.34698,4.63005
2021-02,4,2021-06,ridge,3.10142,3.25461,1.86767,2.58722,4.30350,4.59568
2021-03,4,2021-07,ridge,2.56697,3.81460,1.34730,2.05397,3.75956,4.06087
2021-04,4,2021-08,ridge,1.90068,4.95280,0.69510,1.38888,3.08378,3.39422
2021-05,4,2021-09,ridge,2.77617,5.22957,1.58467,2.25156,3.94978,4.26934
2021-06,4,2021-10,ridge,3.42112,5.82601,2.24370,2.89821,4.58524,4.91393
2021-07,4,2021-11,ridge,4.13946,5.65515,2.97612,3.61825,5.37342,5.63190
2021-08,4,2021-12,ridge,5.81935,6.43039,4.67010,5.29985,7.07716,7.34563
2021-09,4,2022-01,ridge,5.66524,5.68492,4.53007,5.14744,7.01466,7.22597
2021-10,4,2022-02,ridge,6.75067,6.14704,5.62958,6.23407,8.12535,8.71751
2021-11,4,2022-03,ridge,6.89001,6.82409,5.78300,6.37460,8.27462,8.83599
2021-12,4,2022-04,ridge,7.78996,7.96465,6.69704,7.27576,9.17369,9.71508
2022-01,4,2022-05,ridge,6.86739,8.09114,5.78855,6.35439,8.25023,8.77165
2022-02,4,2022-06,ridge,6.22966,8.81263,5.16490,5.70334,7.61160,8.11306
2022-03,4,2022-07,ridge,6.80909,8.74084,5.75842,6.28448,8.19015,8.67164
2022-04,4,2022-08,ridge,6.92151,8.39799,5.88492,6.39860,8.30167,8.76320
2022-05,4,2022-09,ridge,7.13016,8.52985,6.10765,6.60895,8.50943,8.95098
2022-06,4,2022-10,ridge,8.10040,8.27520,7.09197,7.58090,9.49527,10.51863
2022-07,4,2022-11,ridge,8.45788,8.44723,7.46354,7.94008,9.92900,10.87489
2022-08,4,2022-12,ridge,8.13405,8.45916,7.15379,7.61745,9.60999,10.54985
2022-09,4,2023-01,ridge,8.47212,8.66427,7.50594,7.95672,9.94752,10.88671
2022-10,4,2023-02,ridge,8.62983,8.64592,7.67773,8.11562,10.10469,11.04320
2022-11,4,2023-03,ridge,7.90233,8.40057,6.96433,7.38933,9.37667,10.31450
2022-12,4,2023-04,ridge,7.30157,7.96505,6.37764,6.78976,8.77536,9.71252
2023-01,4,2023-05,ridge,6.90573,7.89389,5.99589,6.39512,8.37899,9.31547
2023-02,4,2023-06,ridge,5.71578,6.46150,4.82001,5.20637,7.18850,8.12430
2023-03,4,2023-07,ridge,5.41729,5.88160,4.53561,4.90908,6.88949,7.82460
2023-04,4,2023-08,ridge,5.35332,5.57615,4.48572,4.84630,6.82498,7.75942
2023-05,4,2023-09,ridge,5.20812,5.04455,4.35461,4.70231,6.67924,7.61301
2023-06,4,2023-10,ridge,4.57080,4.34308,3.71761,4.06745,6.03478,6.96386
2023-07,4,2023-11,ridge,4.15260,3.63647,3.29974,3.65172,5.60944,6.53383
2023-08,4,2023-12,ridge,3.75355,3.23738,2.90101,3.25514,5.20325,6.12295
2023-09,4,2024-01,ridge,3.61754,3.02392,2.76532,3.12159,5.06009,5.97511
2023-10,4,2024-02,ridge,2.97730,3.29407,2.12541,2.48383,4.41271,5.32304
2023-11,4,2024-03,ridge,1.94783,3.04505,1.09626,1.43789,3.37609,4.28174
2023-12,4,2024-04,ridge,1.71747,2.42208,0.86622,1.20133,3.13859,4.03955
2024-01,4,2024-05,ridge,1.17390,2.00494,0.32298,0.65740,2.58788,3.48415
2024-02,4,2024-06,ridge,2.08438,2.28538,1.23378,1.56805,3.49122,4.38281
2024-03,4,2024-07,ridge,2.48687,2.12766,1.63660,1.97070,3.88657,4.77347
2024-04,4,2024-08,ridge,2.06354,2.03410,1.21359,1.54737,3.46190,4.33831
2024-05,4,2024-09,ridge,2.08452,1.77501,1.23489,1.56836,3.48155,4.34746
2024-06,4,2024-10,ridge,2.41326,2.00918,1.56396,1.89710,3.80896,4.66437
2024-07,4,2024-11,ridge,2.58117,2.27199,1.73219,2.06502,3.97555,4.82046
2024-08,4,2024-12,ridge,2.37113,1.96630,1.52248,1.85499,3.76418,4.59859
2024-09,4,2025-01,ridge,1.98719,1.85158,1.13886,1.47105,3.37890,4.20282
2024-10,4,2025-02,ridge,1.49214,1.47733,0.64414,0.97601,2.88253,3.69594
2024-11,4,2025-03,ridge,1.16085,1.27718,0.31317,0.64472,2.54991,3.35283
2024-12,4,2025-04,ridge,1.33529,1.65183,0.48793,0.81916,2.72302,3.51543
2025-01,4,2025-05,ridge,1.09354,1.68666,0.24651,0.57742,2.47994,3.26186
2025-02,4,2025-06,ridge,0.98440,1.69371,0.13769,0.46931,2.36991,3.14088
2025-03,4,2025-07,ridge,1.21410,1.68880,0.36772,0.70004,2.59872,3.35876
2025-04,4,2025-08,ridge,1.19780,1.10633,0.35174,0.68477,2.58153,3.33063
2025-05,4,2025-09,ridge,1.30377,1.35839,0.45804,0.79177,2.68661,3.42477
2025-06,4,2025-10,ridge,1.60319,1.35177,0.75778,1.09222,2.98513,3.71236
2025-07,4,2025-11,ridge,1.52161,1.36861,0.67652,1.01167,2.90266,3.61895
2025-08,4,2025-12,ridge,1.14422,1.50880,0.29946,0.63532,2.52438,3.22974
2025-09,4,2026-01,ridge,1.24750,1.70092,0.40306,0.73962,2.62677,3.32118
2025-10,4,2026-02,ridge,1.07117,2.21417,0.22705,0.56432,2.44955,3.13302
2025-11,4,2026-03,ridge,1.02935,3.80455,0.18556,0.52353,2.40684,3.07938
2025-12,4,2026-04,ridge,0.84398,4.01414,0.00051,0.34063,2.21866,2.88218
2026-01,4,2026-05,ridge,0.79944,3.90505,-0.04371,0.29856,2.17131,2.82581
2026-02,4,2026-06,ridge,1.37306,4.00891,0.53024,0.87465,2.74213,3.38760
2026-03,4,2026-07,ridge,4.26688,4.06515,3.42438,3.77094,5.64971,6.67904
2026-04,4,2026-08,ridge,5.69993,4.43781,4.85776,5.20646,7.09298,8.16953
2026-05,4,2026-09,ridge,5.94200,,5.10015,5.45100,7.37027,8.54420
2026-06,4,2026-10,ridge,5.83358,,4.99206,5.34504,7.30631,8.47988
2026-07,4,2026-11,ridge,5.08226,,4.24106,4.59619,6.55445,7.72508
2026-08,4,2026-12,ridge,5.08105,,4.21732,4.57420,6.55271,7.72039
2015-05,5,2015-10,ridge,2.85586,3.66020,2.65332,2.90451,4.29419,4.59016
2015-06,5,2015-11,ridge,3.39786,4.17257,3.20046,3.45661,5.01831,5.18270
2015-07,5,2015-12,ridge,4.17221,4.39793,3.97993,4.24105,5.91286,5.97781
2015-08,5,2016-01,ridge,4.39881,4.60869,4.21166,4.47774,6.18365,6.24576
2015-09,5,2016-02,ridge,3.95444,4.47376,3.77242,4.04347,5.73922,5.80087
2015-10,5,2016-03,ridge,3.48899,4.30108,3.31210,3.58811,5.27371,5.33489
2015-11,5,2016-04,ridge,3.67615,3.90721,3.50439,3.78537,5.46081,5.52152
2015-12,5,2016-05,ridge,3.39099,3.54062,3.22436,3.51031,5.17560,5.23585
2016-01,5,2016-06,ridge,3.23008,3.34162,3.06859,3.35309,5.00590,5.07442
2016-02,5,2016-07,ridge,3.11432,2.96196,2.95796,3.24102,4.88135,4.95813
2016-03,5,2016-08,ridge,3.00015,2.94253,2.84891,3.13054,4.75838,4.84343
2016-04,5,2016-09,ridge,2.92571,3.12667,2.77961,3.05980,4.67515,4.76847
2016-05,5,2016-10,ridge,2.68634,3.40529,2.54537,2.82081,4.42699,4.52858
2016-06,5,2016-11,ridge,2.24153,3.34963,2.10569,2.35773,3.97338,4.08324
2016-07,5,2016-12,ridge,1.38645,3.23488,1.22148,1.47004,3.10951,3.22764
2016-08,5,2017-01,ridge,1.31989,3.09636,1.15912,1.32305,3.03415,3.16055
2016-09,5,2017-02,ridge,1.55798,3.24979,1.40142,1.56875,3.26346,3.39812
2016-10,5,2017-03,ridge,1.97005,3.97485,1.81769,1.98841,3.66674,3.80967
2016-11,5,2017-04,ridge,2.70795,3.69472,2.55651,2.73562,4.38557,4.54620
2016-12,5,2017-05,ridge,2.76165,3.03980,2.61114,2.79864,4.52867,4.60964
2017-01,5,2017-06,ridge,3.12681,2.73244,2.97722,3.17312,4.90898,4.97457
2017-02,5,2017-07,ridge,3.45926,2.85207,3.31060,3.51489,5.24061,5.30680
2017-03,5,2017-08,ridge,4.67658,3.17381,4.52885,4.74153,6.46148,6.53564
2017-04,5,2017-09,ridge,3.84756,2.94500,3.70075,3.92182,5.63240,5.70631
2017-05,5,2017-10,ridge,2.95643,2.04014,2.81055,3.04002,4.74121,4.81488
2017-06,5,2017-11,ridge,2.09245,1.54434,1.80554,2.09561,3.87717,3.95059
2017-07,5,2017-12,ridge,2.42951,1.36486,2.05176,2.36612,4.21418,4.28735
2017-08,5,2018-01,ridge,2.95692,1.25319,2.40294,2.84160,4.74153,4.81446
2017-09,5,2018-02,ridge,2.70309,1.17956,1.88175,2.55443,4.48688,4.56032
2017-10,5,2018-03,ridge,1.34477,0.36314,0.43259,1.05786,3.12775,3.20169
2017-11,5,2018-04,ridge,1.16129,0.48487,0.24946,0.78908,2.94346,3.01792
2017-12,5,2018-05,ridge,1.68013,0.93069,0.66740,1.19351,3.46148,3.53644
2018-01,5,2018-06,ridge,2.06858,1.42933,0.73010,1.49093,3.84912,3.92460
2018-02,5,2018-07,ridge,2.03455,1.61610,0.51932,1.30921,3.81428,3.89026
2018-03,5,2018-08,ridge,1.73263,1.07058,0.21793,0.82595,3.51155,3.58804
2018-04,5,2018-09,ridge,1.66830,1.28028,0.15411,0.76299,3.44640,3.52340
2018-05,5,2018-10,ridge,1.98012,1.84089,0.46645,1.07618,3.75741,3.83492
2018-06,5,2018-11,ridge,2.23572,2.16710,0.72257,1.33315,4.01220,4.09022
2018-07,5,2018-12,ridge,2.34932,2.19252,0.83669,1.46207,4.11782,4.20352
2018-08,5,2019-01,ridge,2.89501,2.12916,1.38289,2.02307,4.65552,4.74890
2018-09,5,2019-02,ridge,2.58863,2.00339,1.07704,1.73200,4.34117,4.44222
2018-10,5,2019-03,ridge,2.55818,2.24744,1.04711,1.71687,4.30274,4.41146
2018-11,5,2019-04,ridge,3.12880,2.59265,1.61824,2.30280,4.86538,4.98178
2018-12,5,2019-05,ridge,3.26123,2.72513,1.75119,2.45054,4.98983,5.11390
2019-01,5,2019-06,ridge,2.84503,2.29478,1.33551,2.03817,4.56565,4.69740
2019-02,5,2019-07,ridge,2.32568,2.11191,0.81668,1.53249,4.03832,4.17775
2019-03,5,2019-08,ridge,2.44479,2.03972,0.93631,1.66527,4.14945,4.29656
2019-04,5,2019-09,ridge,2.23421,1.85101,0.72624,1.46836,3.93089,4.08567
2019-05,5,2019-10,ridge,2.34191,1.88056,0.83447,1.57771,4.03811,4.19307
2019-06,5,2019-11,ridge,1.95303,1.86680,0.44610,1.19046,3.64873,3.80388
2019-07,5,2019-12,ridge,1.90123,1.90009,0.39482,1.14030,3.59645,3.75178
2019-08,5,2020-01,ridge,1.68525,1.88836,0.17936,0.92596,3.37998,3.53549
2019-09,5,2020-02,ridge,1.70659,1.90404,0.20122,0.94895,3.40083,3.55653
2019-10,5,2020-03,ridge,1.64642,1.82153,0.14157,0.89042,3.34017,3.49606
2019-11,5,2020-04,ridge,1.69916,1.72449,0.19483,0.94480,3.39243,3.54850
2019-12,5,2020-05,ridge,1.60170,1.78192,0.09788,0.84898,3.29448,3.45073
2020-01,5,2020-06,ridge,1.58788,1.59873,0.08459,0.83681,3.28018,3.43661
2020-02,5,2020-07,ridge,1.77066,1.86170,0.26788,1.02122,3.46246,3.61908
2020-03,5,2020-08,ridge,2.41017,1.68740,0.91835,1.66803,4.08340,4.25837
2020-04,5,2020-09,ridge,2.43392,1.81955,0.95305,1.69909,4.08858,4.28191
2020-05,5,2020-10,ridge,2.49749,1.72400,1.02757,1.76996,4.13358,4.34525
2020-06,5,2020-11,ridge,1.66936,2.14221,0.21040,0.94913,3.28688,3.51691
2020-07,5,2020-12,ridge,1.97592,1.97323,0.52791,1.26299,3.57486,3.82324
2020-08,5,2021-01,ridge,1.62891,2.67555,0.19186,0.89548,3.20929,3.47602
2020-09,5,2021-02,ridge,1.77506,2.40134,0.34896,1.04429,3.33686,3.62195
2020-10,5,2021-03,ridge,1.73465,2.59818,0.31950,0.98194,3.27788,3.58132
2020-11,5,2021-04,ridge,2.57394,2.38370,1.16974,1.82286,4.09859,4.42038
2020-12,5,2021-05,ridge,2.37063,2.44746,0.97738,1.62120,3.87671,4.21685
2021-01,5,2021-06,ridge,3.55420,3.25461,2.17191,2.80744,5.05748,5.40021
2021-02,5,2021-07,ridge,2.90537,3.81460,1.53404,2.16128,4.40583,4.75116
2021-03,5,2021-08,ridge,2.75854,4.95280,1.39816,2.01711,4.25619,4.60411
2021-04,5,2021-09,ridge,1.63869,5.22957,0.28926,0.89992,3.13352,3.48403
2021-05,5,2021-10,ridge,2.74333,5.82601,1.40485,2.00723,4.23535,4.58845
2021-06,5,2021-11,ridge,2.51977,5.65515,1.19224,1.78634,4.00898,4.36467
2021-07,5,2021-12,ridge,4.15589,6.43039,2.83931,3.42512,5.64228,6.00057
2021-08,5,2022-01,ridge,5.22938,5.68492,3.92377,4.50128,6.77261,7.08449
2021-09,5,2022-02,ridge,6.13921,6.14704,4.84455,5.41378,7.83151,8.07550
2021-10,5,2022-03,ridge,6.53988,6.82409,5.25617,5.81711,8.23656,8.63941
2021-11,5,2022-04,ridge,7.39965,7.96465,6.12689,6.68151,9.16815,10.01591
2021-12,5,2022-05,ridge,7.92390,8.09114,6.66209,7.21040,9.70688,10.56208
2022-01,5,2022-06,ridge,6.57515,8.81263,5.32429,5.86628,8.35732,9.19312
2022-02,5,2022-07,ridge,5.62090,8.74084,4.38099,4.91667,7.40225,8.21867
2022-03,5,2022-08,ridge,6.25196,8.39799,5.02301,5.55236,8.03250,8.82953
2022-04,5,2022-09,ridge,7.04449,8.52985,5.82650,6.34953,8.82422,9.60185
2022-05,5,2022-10,ridge,6.88574,8.27520,5.67870,6.19542,8.66466,9.42290
2022-06,5,2022-11,ridge,7.83630,8.44723,6.64021,7.15061,9.62102,10.35325
2022-07,5,2022-12,ridge,7.95965,8.45916,6.77451,7.27859,9.75028,11.05258
2022-08,5,2023-01,ridge,8.41590,8.66427,7.24172,7.73948,10.25552,11.50790
2022-09,5,2023-02,ridge,8.62829,8.64592,7.46506,7.95331,10.46247,11.71936
2022-10,5,2023-03,ridge,7.95298,8.40057,6.80070,7.27943,9.78171,11.04311
2022-11,5,2023-04,ridge,7.32404,7.96505,6.18272,6.65193,9.14733,10.41324
2022-12,5,2023-05,ridge,7.13602,7.89389,6.00564,6.46534,8.95386,10.22428
2023-01,5,2023-06,ridge,5.83954,6.46150,4.72012,5.17030,7.65194,8.92688
2023-02,5,2023-07,ridge,5.19370,5.88160,4.08524,4.52590,7.00066,8.28011
2023-03,5,2023-08,ridge,5.07789,5.57615,3.98038,4.41152,6.87941,8.16337
2023-04,5,2023-09,ridge,5.08136,5.04455,3.99480,4.41643,6.87743,8.16590
2023-05,5,2023-10,ridge,4.94673,4.34308,3.87112,4.28323,6.73735,8.03034
2023-06,5,2023-11,ridge,3.96303,3.63647,2.89838,3.30097,5.74822,7.04571
2023-07,5,2023-12,ridge,3.53087,3.23738,2.46829,2.87109,5.31599,6.59334
2023-08,5,2024-01,ridge,3.65600,3.02392,2.59550,2.99851,5.44107,6.69828
2023-09,5,2024-02,ridge,3.46893,3.29407,2.41050,2.81371,5.25394,6.49100
2023-10,5,2024-03,ridge,2.02409,3.04505,0.96774,1.37116,3.80905,5.02596
2023-11,5,2024-04,ridge,1.24681,2.42208,0.19253,0.59616,3.03171,4.22847
2023-12,5,2024-05,ridge,1.27702,2.00494,0.22482,0.62865,3.06186,4.23847
2024-01,5,2024-06,ridge,1.26237,2.28538,0.21224,0.61628,3.04715,4.20361
2024-02,5,2024-07,ridge,1.75317,2.12766,0.70512,1.10936,3.53790,4.67422
2024-03,5,2024-08,ridge,2.15307,2.03410,1.10710,1.51155,3.93774,5.05391
2024-04,5,2024-09,ridge,2.06908,1.77501,1.02518,1.42983,3.85369,4.94971
2024-05,5,2024-10,ridge,2.43022,2.00918,1.38840,1.79169,4.21402,5.29065
2024-06,5,2024-11,ridge,2.56584,2.27199,1.52609,1.92803,4.34882,5.40607
2024-07,5,2024-12,ridge,2.39358,1.96630,1.35591,1.75648,4.17575,5.21360
2024-08,5,2025-01,ridge,2.49426,1.85158,1.45867,1.85788,4.27562,5.29408
2024-09,5,2025-02,ridge,1.60472,1.47733,0.57120,0.96905,3.38526,4.38433
2024-10,5,2025-03,ridge,0.96624,1.27718,-0.06521,0.33129,2.74597,3.72565
2024-11,5,2025-04,ridge,1.31539,1.65183,0.28602,0.68116,3.09430,4.05459
2024-12,5,2025-05,ridge,1.43319,1.68666,0.40590,0.79968,3.21130,4.15219
2025-01,5,2025-06,ridge,0.98623,1.69371,-0.03899,0.34664,2.76352,3.68502
2025-02,5,2025-07,ridge,0.92649,1.68880,-0.09665,0.28725,2.70297,3.60508
