origen,h,objetivo,modelo,pronostico,real
2013-01,1,2013-02,ingenuo,2.872076,2.449562
2013-01,2,2013-03,ingenuo,2.872076,2.591825
2013-01,3,2013-04,ingenuo,2.872076,2.306950
2013-01,4,2013-05,ingenuo,2.872076,2.464773
2013-01,5,2013-06,ingenuo,2.872076,2.770735
2013-01,6,2013-07,ingenuo,2.872076,3.241124
2013-01,7,2013-08,ingenuo,2.872076,3.276566
2013-01,8,2013-09,ingenuo,2.872076,2.830841
2013-01,9,2013-10,ingenuo,2.872076,3.038482
2013-01,10,2013-11,ingenuo,2.872076,2.955139
2013-01,11,2013-12,ingenuo,2.872076,2.859681
2013-01,12,2014-01,ingenuo,2.872076,3.066631
2013-01,1,2013-02,estacional,2.920266,2.449562
2013-01,2,2013-03,estacional,2.781227,2.591825
2013-01,3,2013-04,estacional,2.525936,2.306950
2013-01,4,2013-05,estacional,2.604429,2.464773
2013-01,5,2013-06,estacional,2.793999,2.770735
2013-01,6,2013-07,estacional,3.109504,3.241124
2013-01,7,2013-08,estacional,2.880093,3.276566
2013-01,8,2013-09,estacional,2.595516,2.830841
2013-01,9,2013-10,estacional,2.916148,3.038482
2013-01,10,2013-11,estacional,3.160363,2.955139
2013-01,11,2013-12,estacional,3.179195,2.859681
2013-01,12,2014-01,estacional,3.226276,3.066631
2013-01,1,2013-02,encuesta,,2.449562
2013-01,2,2013-03,encuesta,,2.591825
2013-01,3,2013-04,encuesta,,2.306950
2013-01,4,2013-05,encuesta,,2.464773
2013-01,5,2013-06,encuesta,,2.770735
2013-01,6,2013-07,encuesta,,3.241124
2013-01,7,2013-08,encuesta,,3.276566
2013-01,8,2013-09,encuesta,,2.830841
2013-01,9,2013-10,encuesta,,3.038482
2013-01,10,2013-11,encuesta,,2.955139
2013-01,11,2013-12,encuesta,,2.859681
2013-01,12,2014-01,encuesta,2.591667,3.066631
2013-01,1,2013-02,sarima,2.835046,2.449562
2013-01,2,2013-03,sarima,2.508739,2.591825
2013-01,3,2013-04,sarima,2.189018,2.306950
2013-01,4,2013-05,sarima,2.303054,2.464773
2013-01,5,2013-06,sarima,2.522926,2.770735
2013-01,6,2013-07,sarima,2.676940,3.241124
2013-01,7,2013-08,sarima,2.348070,3.276566
2013-01,8,2013-09,sarima,2.039876,2.830841
2013-01,9,2013-10,sarima,2.379986,3.038482
2013-01,10,2013-11,sarima,2.668985,2.955139
2013-01,11,2013-12,sarima,2.673085,2.859681
2013-01,12,2014-01,sarima,2.783141,3.066631
2013-01,1,2013-02,ridge,2.742837,2.449562
2013-01,2,2013-03,ridge,2.465034,2.591825
2013-01,3,2013-04,ridge,2.170415,2.306950
2013-01,4,2013-05,ridge,2.286072,2.464773
2013-01,5,2013-06,ridge,2.752376,2.770735
2013-01,6,2013-07,ridge,3.158436,3.241124
2013-01,7,2013-08,ridge,2.909576,3.276566
2013-01,8,2013-09,ridge,2.748282,2.830841
2013-01,9,2013-10,ridge,3.321236,3.038482
2013-01,10,2013-11,ridge,3.614681,2.955139
2013-01,11,2013-12,ridge,3.491431,2.859681
2013-01,12,2014-01,ridge,3.396488,3.066631
2013-01,1,2013-02,gbm,2.670509,2.449562
2013-01,2,2013-03,gbm,2.271256,2.591825
2013-01,3,2013-04,gbm,2.024440,2.306950
2013-01,4,2013-05,gbm,1.624133,2.464773
2013-01,5,2013-06,gbm,2.189404,2.770735
2013-01,6,2013-07,gbm,2.417464,3.241124
2013-01,7,2013-08,gbm,2.273951,3.276566
2013-01,8,2013-09,gbm,2.271744,2.830841
2013-01,9,2013-10,gbm,3.059827,3.038482
2013-01,10,2013-11,gbm,3.631024,2.955139
2013-01,11,2013-12,gbm,4.041362,2.859681
2013-01,12,2014-01,gbm,4.183387,3.066631
2013-02,1,2013-03,ingenuo,2.449562,2.591825
2013-02,2,2013-04,ingenuo,2.449562,2.306950
2013-02,3,2013-05,ingenuo,2.449562,2.464773
2013-02,4,2013-06,ingenuo,2.449562,2.770735
2013-02,5,2013-07,ingenuo,2.449562,3.241124
2013-02,6,2013-08,ingenuo,2.449562,3.276566
2013-02,7,2013-09,ingenuo,2.449562,2.830841
2013-02,8,2013-10,ingenuo,2.449562,3.038482
2013-02,9,2013-11,ingenuo,2.449562,2.955139
2013-02,10,2013-12,ingenuo,2.449562,2.859681
2013-02,11,2014-01,ingenuo,2.449562,3.066631
2013-02,12,2014-02,ingenuo,2.449562,3.776330
2013-02,1,2013-03,estacional,2.311160,2.591825
2013-02,2,2013-04,estacional,2.057036,2.306950
2013-02,3,2013-05,estacional,2.135170,2.464773
2013-02,4,2013-06,estacional,2.323873,2.770735
2013-02,5,2013-07,estacional,2.637935,3.241124
2013-02,6,2013-08,estacional,2.409573,3.276566
2013-02,7,2013-09,estacional,2.126298,2.830841
2013-02,8,2013-10,estacional,2.445464,3.038482
2013-02,9,2013-11,estacional,2.688562,2.955139
2013-02,10,2013-12,estacional,2.707308,2.859681
2013-02,11,2014-01,estacional,2.754173,3.066631
2013-02,12,2014-02,estacional,3.022068,3.776330
2013-02,1,2013-03,encuesta,,2.591825
2013-02,2,2013-04,encuesta,,2.306950
2013-02,3,2013-05,encuesta,,2.464773
2013-02,4,2013-06,encuesta,,2.770735
2013-02,5,2013-07,encuesta,,3.241124
2013-02,6,2013-08,encuesta,,3.276566
2013-02,7,2013-09,encuesta,,2.830841
2013-02,8,2013-10,encuesta,,3.038482
2013-02,9,2013-11,encuesta,,2.955139
2013-02,10,2013-12,encuesta,,2.859681
2013-02,11,2014-01,encuesta,,3.066631
2013-02,12,2014-02,encuesta,2.575000,3.776330
2013-02,1,2013-03,sarima,1.965809,2.591825
2013-02,2,2013-04,sarima,1.601207,2.306950
2013-02,3,2013-05,sarima,1.700820,2.464773
2013-02,4,2013-06,sarima,1.914930,2.770735
2013-02,5,2013-07,sarima,2.067835,3.241124
2013-02,6,2013-08,sarima,1.746960,3.276566
2013-02,7,2013-09,sarima,1.439782,2.830841
2013-02,8,2013-10,sarima,1.780791,3.038482
2013-02,9,2013-11,sarima,2.073399,2.955139
2013-02,10,2013-12,sarima,2.072989,2.859681
2013-02,11,2014-01,sarima,2.179084,3.066631
2013-02,12,2014-02,sarima,2.567830,3.776330
2013-02,1,2013-03,ridge,2.079204,2.591825
2013-02,2,2013-04,ridge,1.841416,2.306950
2013-02,3,2013-05,ridge,1.970334,2.464773
2013-02,4,2013-06,ridge,2.179322,2.770735
2013-02,5,2013-07,ridge,2.464547,3.241124
2013-02,6,2013-08,ridge,2.191302,3.276566
2013-02,7,2013-09,ridge,1.918657,2.830841
2013-02,8,2013-10,ridge,2.352019,3.038482
2013-02,9,2013-11,ridge,2.593375,2.955139
2013-02,10,2013-12,ridge,2.495625,2.859681
2013-02,11,2014-01,ridge,2.481167,3.066631
2013-02,12,2014-02,ridge,2.920893,3.776330
2013-02,1,2013-03,gbm,1.727605,2.591825
2013-02,2,2013-04,gbm,1.569226,2.306950
2013-02,3,2013-05,gbm,2.052655,2.464773
2013-02,4,2013-06,gbm,1.498934,2.770735
2013-02,5,2013-07,gbm,1.803836,3.241124
2013-02,6,2013-08,gbm,1.565025,3.276566
2013-02,7,2013-09,gbm,1.252359,2.830841
2013-02,8,2013-10,gbm,2.357852,3.038482
2013-02,9,2013-11,gbm,2.932847,2.955139
2013-02,10,2013-12,gbm,2.982993,2.859681
2013-02,11,2014-01,gbm,3.459126,3.066631
2013-02,12,2014-02,gbm,3.851535,3.776330
2013-03,1,2013-04,ingenuo,2.591825,2.306950
2013-03,2,2013-05,ingenuo,2.591825,2.464773
2013-03,3,2013-06,ingenuo,2.591825,2.770735
2013-03,4,2013-07,ingenuo,2.591825,3.241124
2013-03,5,2013-08,ingenuo,2.591825,3.276566
2013-03,6,2013-09,ingenuo,2.591825,2.830841
2013-03,7,2013-10,ingenuo,2.591825,3.038482
2013-03,8,2013-11,ingenuo,2.591825,2.955139
2013-03,9,2013-12,ingenuo,2.591825,2.859681
2013-03,10,2014-01,ingenuo,2.591825,3.066631
2013-03,11,2014-02,ingenuo,2.591825,3.776330
2013-03,12,2014-03,ingenuo,2.591825,3.377928
2013-03,1,2013-04,estacional,2.337005,2.306950
2013-03,2,2013-05,estacional,2.415353,2.464773
2013-03,3,2013-06,estacional,2.604574,2.770735
2013-03,4,2013-07,estacional,2.919497,3.241124
2013-03,5,2013-08,estacional,2.690509,3.276566
2013-03,6,2013-09,estacional,2.406456,2.830841
2013-03,7,2013-10,estacional,2.726498,3.038482
2013-03,8,2013-11,estacional,2.970263,2.955139
2013-03,9,2013-12,estacional,2.989060,2.859681
2013-03,10,2014-01,estacional,3.036054,3.066631
2013-03,11,2014-02,estacional,3.304683,3.776330
2013-03,12,2014-03,estacional,2.994338,3.377928
2013-03,1,2013-04,encuesta,,2.306950
2013-03,2,2013-05,encuesta,,2.464773
2013-03,3,2013-06,encuesta,,2.770735
2013-03,4,2013-07,encuesta,,3.241124
2013-03,5,2013-08,encuesta,,3.276566
2013-03,6,2013-09,encuesta,,2.830841
2013-03,7,2013-10,encuesta,,3.038482
2013-03,8,2013-11,encuesta,,2.955139
2013-03,9,2013-12,encuesta,,2.859681
2013-03,10,2014-01,encuesta,,3.066631
2013-03,11,2014-02,encuesta,,3.776330
2013-03,12,2014-03,encuesta,2.562500,3.377928
2013-03,1,2013-04,sarima,2.425043,2.306950
2013-03,2,2013-05,sarima,2.585967,2.464773
2013-03,3,2013-06,sarima,2.820991,2.770735
2013-03,4,2013-07,sarima,2.984187,3.241124
2013-03,5,2013-08,sarima,2.655069,3.276566
2013-03,6,2013-09,sarima,2.348861,2.830841
2013-03,7,2013-10,sarima,2.686625,3.038482
2013-03,8,2013-11,sarima,2.971120,2.955139
2013-03,9,2013-12,sarima,2.978804,2.859681
2013-03,10,2014-01,sarima,3.089259,3.066631
2013-03,11,2014-02,sarima,3.499666,3.776330
2013-03,12,2014-03,sarima,3.089127,3.377928
2013-03,1,2013-04,ridge,2.337748,2.306950
2013-03,2,2013-05,ridge,2.353849,2.464773
2013-03,3,2013-06,ridge,2.601483,2.770735
2013-03,4,2013-07,ridge,2.787026,3.241124
2013-03,5,2013-08,ridge,2.480242,3.276566
2013-03,6,2013-09,ridge,2.073902,2.830841
2013-03,7,2013-10,ridge,2.436424,3.038482
2013-03,8,2013-11,ridge,2.623865,2.955139
2013-03,9,2013-12,ridge,2.676201,2.859681
2013-03,10,2014-01,ridge,2.657157,3.066631
2013-03,11,2014-02,ridge,2.996013,3.776330
2013-03,12,2014-03,ridge,2.628507,3.377928
2013-03,1,2013-04,gbm,2.489599,2.306950
2013-03,2,2013-05,gbm,2.387007,2.464773
2013-03,3,2013-06,gbm,2.421114,2.770735
2013-03,4,2013-07,gbm,2.508601,3.241124
2013-03,5,2013-08,gbm,2.238895,3.276566
2013-03,6,2013-09,gbm,2.153626,2.830841
2013-03,7,2013-10,gbm,2.435895,3.038482
2013-03,8,2013-11,gbm,3.119990,2.955139
2013-03,9,2013-12,gbm,3.488933,2.859681
2013-03,10,2014-01,gbm,4.099858,3.066631
2013-03,11,2014-02,gbm,4.647391,3.776330
2013-03,12,2014-03,gbm,3.826038,3.377928
2013-04,1,2013-05,ingenuo,2.306950,2.464773
2013-04,2,2013-06,ingenuo,2.306950,2.770735
2013-04,3,2013-07,ingenuo,2.306950,3.241124
2013-04,4,2013-08,ingenuo,2.306950,3.276566
2013-04,5,2013-09,ingenuo,2.306950,2.830841
2013-04,6,2013-10,ingenuo,2.306950,3.038482
2013-04,7,2013-11,ingenuo,2.306950,2.955139
2013-04,8,2013-12,ingenuo,2.306950,2.859681
2013-04,9,2014-01,ingenuo,2.306950,3.066631
2013-04,10,2014-02,ingenuo,2.306950,3.776330
2013-04,11,2014-03,ingenuo,2.306950,3.377928
2013-04,12,2014-04,ingenuo,2.306950,3.523155
2013-04,1,2013-05,estacional,2.385276,2.464773
2013-04,2,2013-06,estacional,2.574441,2.770735
2013-04,3,2013-07,estacional,2.889272,3.241124
2013-04,4,2013-08,estacional,2.660351,3.276566
2013-04,5,2013-09,estacional,2.376382,2.830841
2013-04,6,2013-10,estacional,2.696329,3.038482
2013-04,7,2013-11,estacional,2.940022,2.955139
2013-04,8,2013-12,estacional,2.958814,2.859681
2013-04,9,2014-01,estacional,3.005795,3.066631
2013-04,10,2014-02,estacional,3.274345,3.776330
2013-04,11,2014-03,estacional,2.964091,3.377928
2013-04,12,2014-04,estacional,3.014520,3.523155
2013-04,1,2013-05,encuesta,,2.464773
2013-04,2,2013-06,encuesta,,2.770735
2013-04,3,2013-07,encuesta,,3.241124
2013-04,4,2013-08,encuesta,,3.276566
2013-04,5,2013-09,encuesta,,2.830841
2013-04,6,2013-10,encuesta,,3.038482
2013-04,7,2013-11,encuesta,,2.955139
2013-04,8,2013-12,encuesta,,2.859681
2013-04,9,2014-01,encuesta,,3.066631
2013-04,10,2014-02,encuesta,,3.776330
2013-04,11,2014-03,encuesta,,3.377928
2013-04,12,2014-04,encuesta,2.483333,3.523155
2013-04,1,2013-05,sarima,2.427884,2.464773
2013-04,2,2013-06,sarima,2.648328,2.770735
2013-04,3,2013-07,sarima,2.804382,3.241124
2013-04,4,2013-08,sarima,2.472177,3.276566
2013-04,5,2013-09,sarima,2.163946,2.830841
2013-04,6,2013-10,sarima,2.499702,3.038482
2013-04,7,2013-11,sarima,2.782506,2.955139
2013-04,8,2013-12,sarima,2.788289,2.859681
2013-04,9,2014-01,sarima,2.897342,3.066631
2013-04,10,2014-02,sarima,3.305707,3.776330
2013-04,11,2014-03,sarima,2.892591,3.377928
2013-04,12,2014-04,sarima,2.863831,3.523155
2013-04,1,2013-05,ridge,2.413774,2.464773
2013-04,2,2013-06,ridge,2.623297,2.770735
2013-04,3,2013-07,ridge,2.849012,3.241124
2013-04,4,2013-08,ridge,2.515814,3.276566
2013-04,5,2013-09,ridge,2.280741,2.830841
2013-04,6,2013-10,ridge,2.520620,3.038482
2013-04,7,2013-11,ridge,2.755448,2.955139
2013-04,8,2013-12,ridge,2.804690,2.859681
2013-04,9,2014-01,ridge,2.983648,3.066631
2013-04,10,2014-02,ridge,3.508763,3.776330
2013-04,11,2014-03,ridge,3.203503,3.377928
2013-04,12,2014-04,ridge,3.058031,3.523155
2013-04,1,2013-05,gbm,2.688112,2.464773
2013-04,2,2013-06,gbm,2.842038,2.770735
2013-04,3,2013-07,gbm,2.842737,3.241124
2013-04,4,2013-08,gbm,2.373990,3.276566
2013-04,5,2013-09,gbm,2.103825,2.830841
2013-04,6,2013-10,gbm,2.807630,3.038482
2013-04,7,2013-11,gbm,3.303757,2.955139
2013-04,8,2013-12,gbm,3.624701,2.859681
2013-04,9,2014-01,gbm,4.043607,3.066631
2013-04,10,2014-02,gbm,4.782850,3.776330
2013-04,11,2014-03,gbm,4.099031,3.377928
2013-04,12,2014-04,gbm,4.077115,3.523155
2013-05,1,2013-06,ingenuo,2.464773,2.770735
2013-05,2,2013-07,ingenuo,2.464773,3.241124
2013-05,3,2013-08,ingenuo,2.464773,3.276566
2013-05,4,2013-09,ingenuo,2.464773,2.830841
2013-05,5,2013-10,ingenuo,2.464773,3.038482
2013-05,6,2013-11,ingenuo,2.464773,2.955139
2013-05,7,2013-12,ingenuo,2.464773,2.859681
2013-05,8,2014-01,ingenuo,2.464773,3.066631
2013-05,9,2014-02,ingenuo,2.464773,3.776330
2013-05,10,2014-03,ingenuo,2.464773,3.377928
2013-05,11,2014-04,ingenuo,2.464773,3.523155
2013-05,12,2014-05,ingenuo,2.464773,3.555644
2013-05,1,2013-06,estacional,2.654085,2.770735
2013-05,2,2013-07,estacional,2.969161,3.241124
2013-05,3,2013-08,estacional,2.740062,3.276566
2013-05,4,2013-09,estacional,2.455872,2.830841
2013-05,5,2013-10,estacional,2.776068,3.038482
2013-05,6,2013-11,estacional,3.019951,2.955139
2013-05,7,2013-12,estacional,3.038757,2.859681
2013-05,8,2014-01,estacional,3.085774,3.066631
2013-05,9,2014-02,estacional,3.354533,3.776330
2013-05,10,2014-03,estacional,3.044038,3.377928
2013-05,11,2014-04,estacional,3.094506,3.523155
2013-05,12,2014-05,estacional,2.978387,3.555644
2013-05,1,2013-06,encuesta,,2.770735
2013-05,2,2013-07,encuesta,,3.241124
2013-05,3,2013-08,encuesta,,3.276566
2013-05,4,2013-09,encuesta,,2.830841
2013-05,5,2013-10,encuesta,,3.038482
2013-05,6,2013-11,encuesta,,2.955139
2013-05,7,2013-12,encuesta,,2.859681
2013-05,8,2014-01,encuesta,,3.066631
2013-05,9,2014-02,encuesta,,3.776330
2013-05,10,2014-03,encuesta,,3.377928
2013-05,11,2014-04,encuesta,,3.523155
2013-05,12,2014-05,encuesta,2.479167,3.555644
2013-05,1,2013-06,sarima,2.697979,2.770735
2013-05,2,2013-07,sarima,2.860854,3.241124
2013-05,3,2013-08,sarima,2.530684,3.276566
2013-05,4,2013-09,sarima,2.224955,2.830841
2013-05,5,2013-10,sarima,2.560802,3.038482
2013-05,6,2013-11,sarima,2.842797,2.955139
2013-05,7,2013-12,sarima,2.851298,2.859681
2013-05,8,2014-01,sarima,2.961590,3.066631
2013-05,9,2014-02,sarima,3.373591,3.776330
2013-05,10,2014-03,sarima,2.969538,3.377928
2013-05,11,2014-04,sarima,2.942703,3.523155
2013-05,12,2014-05,sarima,2.897587,3.555644
2013-05,1,2013-06,ridge,2.725559,2.770735
2013-05,2,2013-07,ridge,2.933018,3.241124
2013-05,3,2013-08,ridge,2.621036,3.276566
2013-05,4,2013-09,ridge,2.260898,2.830841
2013-05,5,2013-10,ridge,2.529161,3.038482
2013-05,6,2013-11,ridge,2.548923,2.955139
2013-05,7,2013-12,ridge,2.645021,2.859681
2013-05,8,2014-01,ridge,2.819325,3.066631
2013-05,9,2014-02,ridge,3.294878,3.776330
2013-05,10,2014-03,ridge,2.963726,3.377928
2013-05,11,2014-04,ridge,2.927272,3.523155
2013-05,12,2014-05,ridge,2.725177,3.555644
2013-05,1,2013-06,gbm,2.629564,2.770735
2013-05,2,2013-07,gbm,2.645422,3.241124
2013-05,3,2013-08,gbm,2.441994,3.276566
2013-05,4,2013-09,gbm,1.743029,2.830841
2013-05,5,2013-10,gbm,1.971976,3.038482
2013-05,6,2013-11,gbm,1.969593,2.955139
2013-05,7,2013-12,gbm,2.224656,2.859681
2013-05,8,2014-01,gbm,1.869730,3.066631
2013-05,9,2014-02,gbm,1.707092,3.776330
2013-05,10,2014-03,gbm,1.798156,3.377928
2013-05,11,2014-04,gbm,2.129287,3.523155
2013-05,12,2014-05,gbm,3.147005,3.555644
2013-06,1,2013-07,ingenuo,2.770735,3.241124
2013-06,2,2013-08,ingenuo,2.770735,3.276566
2013-06,3,2013-09,ingenuo,2.770735,2.830841
2013-06,4,2013-10,ingenuo,2.770735,3.038482
2013-06,5,2013-11,ingenuo,2.770735,2.955139
2013-06,6,2013-12,ingenuo,2.770735,2.859681
2013-06,7,2014-01,ingenuo,2.770735,3.066631
2013-06,8,2014-02,ingenuo,2.770735,3.776330
2013-06,9,2014-03,ingenuo,2.770735,3.377928
2013-06,10,2014-04,ingenuo,2.770735,3.523155
2013-06,11,2014-05,ingenuo,2.770735,3.555644
2013-06,12,2014-06,ingenuo,2.770735,3.449653
2013-06,1,2013-07,estacional,3.086169,3.241124
2013-06,2,2013-08,estacional,2.856810,3.276566
2013-06,3,2013-09,estacional,2.572298,2.830841
2013-06,4,2013-10,estacional,2.892857,3.038482
2013-06,5,2013-11,estacional,3.137017,2.955139
2013-06,6,2013-12,estacional,3.155845,2.859681
2013-06,7,2014-01,estacional,3.202915,3.066631
2013-06,8,2014-02,estacional,3.471979,3.776330
2013-06,9,2014-03,estacional,3.161132,3.377928
2013-06,10,2014-04,estacional,3.211657,3.523155
2013-06,11,2014-05,estacional,3.095406,3.555644
2013-06,12,2014-06,estacional,2.874390,3.449653
2013-06,1,2013-07,encuesta,,3.241124
2013-06,2,2013-08,encuesta,,3.276566
2013-06,3,2013-09,encuesta,,2.830841
2013-06,4,2013-10,encuesta,,3.038482
2013-06,5,2013-11,encuesta,,2.955139
2013-06,6,2013-12,encuesta,,2.859681
2013-06,7,2014-01,encuesta,,3.066631
2013-06,8,2014-02,encuesta,,3.776330
2013-06,9,2014-03,encuesta,,3.377928
2013-06,10,2014-04,encuesta,,3.523155
2013-06,11,2014-05,encuesta,,3.555644
2013-06,12,2014-06,encuesta,2.500000,3.449653
2013-06,1,2013-07,sarima,2.959111,3.241124
2013-06,2,2013-08,sarima,2.637819,3.276566
2013-06,3,2013-09,sarima,2.334051,2.830841
2013-06,4,2013-10,sarima,2.670754,3.038482
2013-06,5,2013-11,sarima,2.953141,2.955139
2013-06,6,2013-12,sarima,2.960334,2.859681
2013-06,7,2014-01,sarima,3.069363,3.066631
2013-06,8,2014-02,sarima,3.479125,3.776330
2013-06,9,2014-03,sarima,3.071399,3.377928
2013-06,10,2014-04,sarima,3.044456,3.523155
2013-06,11,2014-05,sarima,2.999114,3.555644
2013-06,12,2014-06,sarima,2.915252,3.449653
2013-06,1,2013-07,ridge,2.918494,3.241124
2013-06,2,2013-08,ridge,2.448785,3.276566
2013-06,3,2013-09,ridge,2.045701,2.830841
2013-06,4,2013-10,ridge,2.295316,3.038482
2013-06,5,2013-11,ridge,2.177644,2.955139
2013-06,6,2013-12,ridge,1.846706,2.859681
2013-06,7,2014-01,ridge,1.973764,3.066631
2013-06,8,2014-02,ridge,2.404392,3.776330
2013-06,9,2014-03,ridge,2.157226,3.377928
2013-06,10,2014-04,ridge,2.089601,3.523155
2013-06,11,2014-05,ridge,1.775060,3.555644
2013-06,12,2014-06,ridge,1.571210,3.449653
2013-06,1,2013-07,gbm,3.111171,3.241124
2013-06,2,2013-08,gbm,3.090134,3.276566
2013-06,3,2013-09,gbm,2.672112,2.830841
2013-06,4,2013-10,gbm,2.026511,3.038482
2013-06,5,2013-11,gbm,2.044039,2.955139
2013-06,6,2013-12,gbm,1.957681,2.859681
2013-06,7,2014-01,gbm,1.613775,3.066631
2013-06,8,2014-02,gbm,1.828378,3.776330
2013-06,9,2014-03,gbm,0.789715,3.377928
2013-06,10,2014-04,gbm,0.586144,3.523155
2013-06,11,2014-05,gbm,0.651014,3.555644
2013-06,12,2014-06,gbm,0.861212,3.449653
2013-07,1,2013-08,ingenuo,3.241124,3.276566
2013-07,2,2013-09,ingenuo,3.241124,2.830841
2013-07,3,2013-10,ingenuo,3.241124,3.038482
2013-07,4,2013-11,ingenuo,3.241124,2.955139
2013-07,5,2013-12,ingenuo,3.241124,2.859681
2013-07,6,2014-01,ingenuo,3.241124,3.066631
2013-07,7,2014-02,ingenuo,3.241124,3.776330
2013-07,8,2014-03,ingenuo,3.241124,3.377928
2013-07,9,2014-04,ingenuo,3.241124,3.523155
2013-07,10,2014-05,ingenuo,3.241124,3.555644
2013-07,11,2014-06,ingenuo,3.241124,3.449653
2013-07,12,2014-07,ingenuo,3.241124,3.331164
2013-07,1,2013-08,estacional,3.011420,3.276566
2013-07,2,2013-09,estacional,2.726480,2.830841
2013-07,3,2013-10,estacional,3.047522,3.038482
2013-07,4,2013-11,estacional,3.292049,2.955139
2013-07,5,2013-12,estacional,3.310905,2.859681
2013-07,6,2014-01,estacional,3.358046,3.066631
2013-07,7,2014-02,estacional,3.627514,3.776330
2013-07,8,2014-03,estacional,3.316199,3.377928
2013-07,9,2014-04,estacional,3.366801,3.523155
2013-07,10,2014-05,estacional,3.250375,3.555644
2013-07,11,2014-06,estacional,3.029027,3.449653
2013-07,12,2014-07,estacional,2.872959,3.331164
2013-07,1,2013-08,encuesta,,3.276566
2013-07,2,2013-09,encuesta,,2.830841
2013-07,3,2013-10,encuesta,,3.038482
2013-07,4,2013-11,encuesta,,2.955139
2013-07,5,2013-12,encuesta,,2.859681
2013-07,6,2014-01,encuesta,,3.066631
2013-07,7,2014-02,encuesta,,3.776330
2013-07,8,2014-03,encuesta,,3.377928
2013-07,9,2014-04,encuesta,,3.523155
2013-07,10,2014-05,encuesta,,3.555644
2013-07,11,2014-06,encuesta,,3.449653
2013-07,12,2014-07,encuesta,2.512500,3.331164
2013-07,1,2013-08,sarima,3.017617,3.276566
2013-07,2,2013-09,sarima,2.746727,2.830841
2013-07,3,2013-10,sarima,3.100600,3.038482
2013-07,4,2013-11,sarima,3.393647,2.955139
2013-07,5,2013-12,sarima,3.403225,2.859681
2013-07,6,2014-01,sarima,3.515991,3.066631
2013-07,7,2014-02,sarima,3.927829,3.776330
2013-07,8,2014-03,sarima,3.511104,3.377928
2013-07,9,2014-04,sarima,3.485851,3.523155
2013-07,10,2014-05,sarima,3.445187,3.555644
2013-07,11,2014-06,sarima,3.364836,3.449653
2013-07,12,2014-07,sarima,3.071994,3.331164
2013-07,1,2013-08,ridge,2.894221,3.276566
2013-07,2,2013-09,ridge,2.430412,2.830841
2013-07,3,2013-10,ridge,2.519516,3.038482
2013-07,4,2013-11,ridge,2.646152,2.955139
2013-07,5,2013-12,ridge,2.156773,2.859681
2013-07,6,2014-01,ridge,1.769421,3.066631
2013-07,7,2014-02,ridge,2.165568,3.776330
2013-07,8,2014-03,ridge,1.634690,3.377928
2013-07,9,2014-04,ridge,1.777168,3.523155
2013-07,10,2014-05,ridge,1.552159,3.555644
2013-07,11,2014-06,ridge,1.335666,3.449653
2013-07,12,2014-07,ridge,0.856812,3.331164
2013-07,1,2013-08,gbm,2.988173,3.276566
2013-07,2,2013-09,gbm,2.338063,2.830841
2013-07,3,2013-10,gbm,2.362826,3.038482
2013-07,4,2013-11,gbm,2.200762,2.955139
2013-07,5,2013-12,gbm,2.074087,2.859681
2013-07,6,2014-01,gbm,1.683470,3.066631
2013-07,7,2014-02,gbm,1.911167,3.776330
2013-07,8,2014-03,gbm,1.412531,3.377928
2013-07,9,2014-04,gbm,1.041174,3.523155
2013-07,10,2014-05,gbm,1.157509,3.555644
2013-07,11,2014-06,gbm,0.932596,3.449653
2013-07,12,2014-07,gbm,0.904493,3.331164
2013-08,1,2013-09,ingenuo,3.276566,2.830841
2013-08,2,2013-10,ingenuo,3.276566,3.038482
2013-08,3,2013-11,ingenuo,3.276566,2.955139
2013-08,4,2013-12,ingenuo,3.276566,2.859681
2013-08,5,2014-01,ingenuo,3.276566,3.066631
2013-08,6,2014-02,ingenuo,3.276566,3.776330
2013-08,7,2014-03,ingenuo,3.276566,3.377928
2013-08,8,2014-04,ingenuo,3.276566,3.523155
2013-08,9,2014-05,ingenuo,3.276566,3.555644
2013-08,10,2014-06,ingenuo,3.276566,3.449653
2013-08,11,2014-07,ingenuo,3.276566,3.331164
2013-08,12,2014-08,ingenuo,3.276566,2.685209
2013-08,1,2013-09,estacional,2.990893,2.830841
2013-08,2,2013-10,estacional,3.312761,3.038482
2013-08,3,2013-11,estacional,3.557917,2.955139
2013-08,4,2013-12,estacional,3.576822,2.859681
2013-08,5,2014-01,estacional,3.624084,3.066631
2013-08,6,2014-02,estacional,3.894246,3.776330
2013-08,7,2014-03,estacional,3.582130,3.377928
2013-08,8,2014-04,estacional,3.632862,3.523155
2013-08,9,2014-05,estacional,3.516136,3.555644
2013-08,10,2014-06,estacional,3.294218,3.449653
2013-08,11,2014-07,estacional,3.137749,3.331164
2013-08,12,2014-08,estacional,2.863225,2.685209
2013-08,1,2013-09,encuesta,,2.830841
2013-08,2,2013-10,encuesta,,3.038482
2013-08,3,2013-11,encuesta,,2.955139
2013-08,4,2013-12,encuesta,,2.859681
2013-08,5,2014-01,encuesta,,3.066631
2013-08,6,2014-02,encuesta,,3.776330
2013-08,7,2014-03,encuesta,,3.377928
2013-08,8,2014-04,encuesta,,3.523155
2013-08,9,2014-05,encuesta,,3.555644
2013-08,10,2014-06,encuesta,,3.449653
2013-08,11,2014-07,encuesta,,3.331164
2013-08,12,2014-08,encuesta,2.583333,2.685209
