origen,h,objetivo,modelo,pronostico,real
2016-06,4,2016-10,estacional,3.509797,3.405288
2016-06,5,2016-11,estacional,3.210250,3.349632
2016-06,6,2016-12,estacional,3.033782,3.234882
2016-06,7,2017-01,estacional,2.830627,3.096364
2016-06,8,2017-02,estacional,2.921877,3.249793
2016-06,9,2017-03,estacional,3.036923,3.974854
2016-06,10,2017-04,estacional,3.350378,3.694716
2016-06,11,2017-05,estacional,3.388176,3.039803
2016-06,12,2017-06,estacional,3.420841,2.732444
2016-06,1,2016-07,encuesta,,2.961959
2016-06,2,2016-08,encuesta,,2.942531
2016-06,3,2016-09,encuesta,,3.126671
2016-06,4,2016-10,encuesta,,3.405288
2016-06,5,2016-11,encuesta,,3.349632
2016-06,6,2016-12,encuesta,,3.234882
2016-06,7,2017-01,encuesta,,3.096364
2016-06,8,2017-02,encuesta,,3.249793
2016-06,9,2017-03,encuesta,,3.974854
2016-06,10,2017-04,encuesta,,3.694716
2016-06,11,2017-05,encuesta,,3.039803
2016-06,12,2017-06,encuesta,3.162500,2.732444
2016-06,1,2016-07,sarima,3.158777,2.961959
2016-06,2,2016-08,sarima,2.976332,2.942531
2016-06,3,2016-09,sarima,3.171419,3.126671
2016-06,4,2016-10,sarima,3.200138,3.405288
2016-06,5,2016-11,sarima,2.963723,3.349632
2016-06,6,2016-12,sarima,2.785230,3.234882
2016-06,7,2017-01,sarima,2.644845,3.096364
2016-06,8,2017-02,sarima,2.794127,3.249793
2016-06,9,2017-03,sarima,2.726703,3.974854
2016-06,10,2017-04,sarima,2.957785,3.694716
2016-06,11,2017-05,sarima,2.932525,3.039803
2016-06,12,2017-06,sarima,2.983024,2.732444
2016-06,1,2016-07,ridge,3.122034,2.961959
2016-06,2,2016-08,ridge,2.650909,2.942531
2016-06,3,2016-09,ridge,2.633817,3.126671
2016-06,4,2016-10,ridge,2.604110,3.405288
2016-06,5,2016-11,ridge,2.241532,3.349632
2016-06,6,2016-12,ridge,1.959989,3.234882
2016-06,7,2017-01,ridge,1.783841,3.096364
2016-06,8,2017-02,ridge,1.930846,3.249793
2016-06,9,2017-03,ridge,1.893091,3.974854
2016-06,10,2017-04,ridge,2.075657,3.694716
2016-06,11,2017-05,ridge,1.825562,3.039803
2016-06,12,2017-06,ridge,1.702479,2.732444
2016-06,1,2016-07,gbm,3.085015,2.961959
2016-06,2,2016-08,gbm,3.226353,2.942531
2016-06,3,2016-09,gbm,3.362066,3.126671
2016-06,4,2016-10,gbm,3.209986,3.405288
2016-06,5,2016-11,gbm,2.923776,3.349632
2016-06,6,2016-12,gbm,2.693482,3.234882
2016-06,7,2017-01,gbm,2.844199,3.096364
2016-06,8,2017-02,gbm,2.916415,3.249793
2016-06,9,2017-03,gbm,2.847838,3.974854
2016-06,10,2017-04,gbm,3.079562,3.694716
2016-06,11,2017-05,gbm,3.230645,3.039803
2016-06,12,2017-06,gbm,2.992308,2.732444
2016-07,1,2016-08,ingenuo,2.961959,2.942531
2016-07,2,2016-09,ingenuo,2.961959,3.126671
2016-07,3,2016-10,ingenuo,2.961959,3.405288
2016-07,4,2016-11,ingenuo,2.961959,3.349632
2016-07,5,2016-12,ingenuo,2.961959,3.234882
2016-07,6,2017-01,ingenuo,2.961959,3.096364
2016-07,7,2017-02,ingenuo,2.961959,3.249793
2016-07,8,2017-03,ingenuo,2.961959,3.974854
2016-07,9,2017-04,ingenuo,2.961959,3.694716
2016-07,10,2017-05,ingenuo,2.961959,3.039803
2016-07,11,2017-06,ingenuo,2.961959,2.732444
2016-07,12,2017-07,ingenuo,2.961959,2.852069
2016-07,1,2016-08,estacional,2.904788,2.942531
2016-07,2,2016-09,estacional,3.117779,3.126671
2016-07,3,2016-10,estacional,3.117061,3.405288
2016-07,4,2016-11,estacional,2.818650,3.349632
2016-07,5,2016-12,estacional,2.642851,3.234882
2016-07,6,2017-01,estacional,2.440468,3.096364
2016-07,7,2017-02,estacional,2.531372,3.249793
2016-07,8,2017-03,estacional,2.645981,3.974854
2016-07,9,2017-04,estacional,2.958247,3.694716
2016-07,10,2017-05,estacional,2.995901,3.039803
2016-07,11,2017-06,estacional,3.028442,2.732444
2016-07,12,2017-07,estacional,3.274478,2.852069
2016-07,1,2016-08,encuesta,,2.942531
2016-07,2,2016-09,encuesta,,3.126671
2016-07,3,2016-10,encuesta,,3.405288
2016-07,4,2016-11,encuesta,,3.349632
2016-07,5,2016-12,encuesta,,3.234882
2016-07,6,2017-01,encuesta,,3.096364
2016-07,7,2017-02,encuesta,,3.249793
2016-07,8,2017-03,encuesta,,3.974854
2016-07,9,2017-04,encuesta,,3.694716
2016-07,10,2017-05,encuesta,,3.039803
2016-07,11,2017-06,encuesta,,2.732444
2016-07,12,2017-07,encuesta,3.014583,2.852069
2016-07,1,2016-08,sarima,2.713929,2.942531
2016-07,2,2016-09,sarima,2.887776,3.126671
2016-07,3,2016-10,sarima,2.909682,3.405288
2016-07,4,2016-11,sarima,2.673680,3.349632
2016-07,5,2016-12,sarima,2.493449,3.234882
2016-07,6,2017-01,sarima,2.352772,3.096364
2016-07,7,2017-02,sarima,2.501448,3.249793
2016-07,8,2017-03,sarima,2.427946,3.974854
2016-07,9,2017-04,sarima,2.655826,3.694716
2016-07,10,2017-05,sarima,2.628601,3.039803
2016-07,11,2017-06,sarima,2.678465,2.732444
2016-07,12,2017-07,sarima,2.875215,2.852069
2016-07,1,2016-08,ridge,2.697436,2.942531
2016-07,2,2016-09,ridge,2.597634,3.126671
2016-07,3,2016-10,ridge,2.357013,3.405288
2016-07,4,2016-11,ridge,1.798684,3.349632
2016-07,5,2016-12,ridge,1.386454,3.234882
2016-07,6,2017-01,ridge,1.005067,3.096364
2016-07,7,2017-02,ridge,1.127320,3.249793
2016-07,8,2017-03,ridge,1.120594,3.974854
2016-07,9,2017-04,ridge,1.389673,3.694716
2016-07,10,2017-05,ridge,1.216654,3.039803
2016-07,11,2017-06,ridge,1.169877,2.732444
2016-07,12,2017-07,ridge,1.223898,2.852069
2016-07,1,2016-08,gbm,2.778144,2.942531
2016-07,2,2016-09,gbm,2.945597,3.126671
2016-07,3,2016-10,gbm,2.873455,3.405288
2016-07,4,2016-11,gbm,2.803779,3.349632
2016-07,5,2016-12,gbm,2.232857,3.234882
2016-07,6,2017-01,gbm,1.862777,3.096364
2016-07,7,2017-02,gbm,1.923682,3.249793
2016-07,8,2017-03,gbm,1.945316,3.974854
2016-07,9,2017-04,gbm,2.846280,3.694716
2016-07,10,2017-05,gbm,2.838980,3.039803
2016-07,11,2017-06,gbm,3.477429,2.732444
2016-07,12,2017-07,gbm,3.333326,2.852069
2016-08,1,2016-09,ingenuo,2.942531,3.126671
2016-08,2,2016-10,ingenuo,2.942531,3.405288
2016-08,3,2016-11,ingenuo,2.942531,3.349632
2016-08,4,2016-12,ingenuo,2.942531,3.234882
2016-08,5,2017-01,ingenuo,2.942531,3.096364
2016-08,6,2017-02,ingenuo,2.942531,3.249793
2016-08,7,2017-03,ingenuo,2.942531,3.974854
2016-08,8,2017-04,ingenuo,2.942531,3.694716
2016-08,9,2017-05,ingenuo,2.942531,3.039803
2016-08,10,2017-06,ingenuo,2.942531,2.732444
2016-08,11,2017-07,ingenuo,2.942531,2.852069
2016-08,12,2017-08,ingenuo,2.942531,3.173810
2016-08,1,2016-09,estacional,3.155600,3.126671
2016-08,2,2016-10,estacional,3.154881,3.405288
2016-08,3,2016-11,estacional,2.856361,3.349632
2016-08,4,2016-12,estacional,2.680498,3.234882
2016-08,5,2017-01,estacional,2.478041,3.096364
2016-08,6,2017-02,estacional,2.568978,3.249793
2016-08,7,2017-03,estacional,2.683629,3.974854
2016-08,8,2017-04,estacional,2.996009,3.694716
2016-08,9,2017-05,estacional,3.033677,3.039803
2016-08,10,2017-06,estacional,3.066231,2.732444
2016-08,11,2017-07,estacional,3.312356,2.852069
2016-08,12,2017-08,estacional,3.293519,3.173810
2016-08,1,2016-09,encuesta,,3.126671
2016-08,2,2016-10,encuesta,,3.405288
2016-08,3,2016-11,encuesta,,3.349632
2016-08,4,2016-12,encuesta,,3.234882
2016-08,5,2017-01,encuesta,,3.096364
2016-08,6,2017-02,encuesta,,3.249793
2016-08,7,2017-03,encuesta,,3.974854
2016-08,8,2017-04,encuesta,,3.694716
2016-08,9,2017-05,encuesta,,3.039803
2016-08,10,2017-06,encuesta,,2.732444
2016-08,11,2017-07,encuesta,,2.852069
2016-08,12,2017-08,encuesta,2.766667,3.173810
2016-08,1,2016-09,sarima,3.190853,3.126671
2016-08,2,2016-10,sarima,3.240073,3.405288
2016-08,3,2016-11,sarima,3.014111,3.349632
2016-08,4,2016-12,sarima,2.837275,3.234882
2016-08,5,2017-01,sarima,2.698357,3.096364
2016-08,6,2017-02,sarima,2.844996,3.249793
2016-08,7,2017-03,sarima,2.769096,3.974854
2016-08,8,2017-04,sarima,3.002476,3.694716
2016-08,9,2017-05,sarima,2.981317,3.039803
2016-08,10,2017-06,sarima,3.034901,2.732444
2016-08,11,2017-07,sarima,3.237300,2.852069
2016-08,12,2017-08,sarima,3.093230,3.173810
2016-08,1,2016-09,ridge,3.030713,3.126671
2016-08,2,2016-10,ridge,2.664945,3.405288
2016-08,3,2016-11,ridge,2.089042,3.349632
2016-08,4,2016-12,ridge,1.664371,3.234882
2016-08,5,2017-01,ridge,1.319886,3.096364
2016-08,6,2017-02,ridge,1.297043,3.249793
2016-08,7,2017-03,ridge,1.270255,3.974854
2016-08,8,2017-04,ridge,1.523484,3.694716
2016-08,9,2017-05,ridge,1.441484,3.039803
2016-08,10,2017-06,ridge,1.469946,2.732444
2016-08,11,2017-07,ridge,1.740134,2.852069
2016-08,12,2017-08,ridge,1.396726,3.173810
2016-08,1,2016-09,gbm,3.242439,3.126671
2016-08,2,2016-10,gbm,3.108854,3.405288
2016-08,3,2016-11,gbm,2.650946,3.349632
2016-08,4,2016-12,gbm,2.446349,3.234882
2016-08,5,2017-01,gbm,2.102042,3.096364
2016-08,6,2017-02,gbm,2.113147,3.249793
2016-08,7,2017-03,gbm,2.066434,3.974854
2016-08,8,2017-04,gbm,2.415557,3.694716
2016-08,9,2017-05,gbm,2.821378,3.039803
2016-08,10,2017-06,gbm,3.301541,2.732444
2016-08,11,2017-07,gbm,3.785166,2.852069
2016-08,12,2017-08,gbm,3.355532,3.173810
2016-09,1,2016-10,ingenuo,3.126671,3.405288
2016-09,2,2016-11,ingenuo,3.126671,3.349632
2016-09,3,2016-12,ingenuo,3.126671,3.234882
2016-09,4,2017-01,ingenuo,3.126671,3.096364
2016-09,5,2017-02,ingenuo,3.126671,3.249793
2016-09,6,2017-03,ingenuo,3.126671,3.974854
2016-09,7,2017-04,ingenuo,3.126671,3.694716
2016-09,8,2017-05,ingenuo,3.126671,3.039803
2016-09,9,2017-06,ingenuo,3.126671,2.732444
2016-09,10,2017-07,ingenuo,3.126671,2.852069
2016-09,11,2017-08,ingenuo,3.126671,3.173810
2016-09,12,2017-09,ingenuo,3.126671,2.944995
2016-09,1,2016-10,estacional,3.125953,3.405288
2016-09,2,2016-11,estacional,2.827516,3.349632
2016-09,3,2016-12,estacional,2.651703,3.234882
2016-09,4,2017-01,estacional,2.449302,3.096364
2016-09,5,2017-02,estacional,2.540213,3.249793
2016-09,6,2017-03,estacional,2.654833,3.974854
2016-09,7,2017-04,estacional,2.967125,3.694716
2016-09,8,2017-05,estacional,3.004783,3.039803
2016-09,9,2017-06,estacional,3.037327,2.732444
2016-09,10,2017-07,estacional,3.283384,2.852069
2016-09,11,2017-08,estacional,3.264552,3.173810
2016-09,12,2017-09,estacional,3.267209,2.944995
2016-09,1,2016-10,encuesta,,3.405288
2016-09,2,2016-11,encuesta,,3.349632
2016-09,3,2016-12,encuesta,,3.234882
2016-09,4,2017-01,encuesta,,3.096364
2016-09,5,2017-02,encuesta,,3.249793
2016-09,6,2017-03,encuesta,,3.974854
2016-09,7,2017-04,encuesta,,3.694716
2016-09,8,2017-05,encuesta,,3.039803
2016-09,9,2017-06,encuesta,,2.732444
2016-09,10,2017-07,encuesta,,2.852069
2016-09,11,2017-08,encuesta,,3.173810
2016-09,12,2017-09,encuesta,2.662500,2.944995
2016-09,1,2016-10,sarima,3.149766,3.405288
2016-09,2,2016-11,sarima,2.909234,3.349632
2016-09,3,2016-12,sarima,2.731844,3.234882
2016-09,4,2017-01,sarima,2.591950,3.096364
2016-09,5,2017-02,sarima,2.745979,3.249793
2016-09,6,2017-03,sarima,2.687608,3.974854
2016-09,7,2017-04,sarima,2.917142,3.694716
2016-09,8,2017-05,sarima,2.888488,3.039803
2016-09,9,2017-06,sarima,2.937199,2.732444
2016-09,10,2017-07,sarima,3.137507,2.852069
2016-09,11,2017-08,sarima,2.986609,3.173810
2016-09,12,2017-09,sarima,2.999015,2.944995
2016-09,1,2016-10,ridge,3.048707,3.405288
2016-09,2,2016-11,ridge,2.480921,3.349632
2016-09,3,2016-12,ridge,1.957314,3.234882
2016-09,4,2017-01,ridge,1.597359,3.096364
2016-09,5,2017-02,ridge,1.557984,3.249793
2016-09,6,2017-03,ridge,1.444005,3.974854
2016-09,7,2017-04,ridge,1.738303,3.694716
2016-09,8,2017-05,ridge,1.675185,3.039803
2016-09,9,2017-06,ridge,1.780531,2.732444
2016-09,10,2017-07,ridge,2.049798,2.852069
2016-09,11,2017-08,ridge,1.803539,3.173810
2016-09,12,2017-09,ridge,1.764813,2.944995
2016-09,1,2016-10,gbm,3.211794,3.405288
2016-09,2,2016-11,gbm,2.938094,3.349632
2016-09,3,2016-12,gbm,2.568074,3.234882
2016-09,4,2017-01,gbm,2.407760,3.096364
2016-09,5,2017-02,gbm,2.279947,3.249793
2016-09,6,2017-03,gbm,2.360035,3.974854
2016-09,7,2017-04,gbm,2.762264,3.694716
2016-09,8,2017-05,gbm,3.023373,3.039803
2016-09,9,2017-06,gbm,3.212835,2.732444
2016-09,10,2017-07,gbm,3.515797,2.852069
2016-09,11,2017-08,gbm,3.629470,3.173810
2016-09,12,2017-09,gbm,3.388933,2.944995
2016-10,1,2016-11,ingenuo,3.405288,3.349632
2016-10,2,2016-12,ingenuo,3.405288,3.234882
2016-10,3,2017-01,ingenuo,3.405288,3.096364
2016-10,4,2017-02,ingenuo,3.405288,3.249793
2016-10,5,2017-03,ingenuo,3.405288,3.974854
2016-10,6,2017-04,ingenuo,3.405288,3.694716
2016-10,7,2017-05,ingenuo,3.405288,3.039803
2016-10,8,2017-06,ingenuo,3.405288,2.732444
2016-10,9,2017-07,ingenuo,3.405288,2.852069
2016-10,10,2017-08,ingenuo,3.405288,3.173810
2016-10,11,2017-09,ingenuo,3.405288,2.944995
2016-10,12,2017-10,ingenuo,3.405288,2.040143
2016-10,1,2016-11,estacional,3.106044,3.349632
2016-10,2,2016-12,estacional,2.929754,3.234882
2016-10,3,2017-01,estacional,2.726805,3.096364
2016-10,4,2017-02,estacional,2.817962,3.249793
2016-10,5,2017-03,estacional,2.932892,3.974854
2016-10,6,2017-04,estacional,3.246031,3.694716
2016-10,7,2017-05,estacional,3.283790,3.039803
2016-10,8,2017-06,estacional,3.316423,2.732444
2016-10,9,2017-07,estacional,3.563146,2.852069
2016-10,10,2017-08,estacional,3.544263,3.173810
2016-10,11,2017-09,estacional,3.546927,2.944995
2016-10,12,2017-10,estacional,3.287481,2.040143
2016-10,1,2016-11,encuesta,,3.349632
2016-10,2,2016-12,encuesta,,3.234882
2016-10,3,2017-01,encuesta,,3.096364
2016-10,4,2017-02,encuesta,,3.249793
2016-10,5,2017-03,encuesta,,3.974854
2016-10,6,2017-04,encuesta,,3.694716
2016-10,7,2017-05,encuesta,,3.039803
2016-10,8,2017-06,encuesta,,2.732444
2016-10,9,2017-07,encuesta,,2.852069
2016-10,10,2017-08,encuesta,,3.173810
2016-10,11,2017-09,encuesta,,2.944995
2016-10,12,2017-10,encuesta,2.710000,2.040143
2016-10,1,2016-11,sarima,3.252996,3.349632
2016-10,2,2016-12,sarima,3.098943,3.234882
2016-10,3,2017-01,sarima,2.967374,3.096364
2016-10,4,2017-02,sarima,3.115713,3.249793
2016-10,5,2017-03,sarima,3.038116,3.974854
2016-10,6,2017-04,sarima,3.273428,3.694716
2016-10,7,2017-05,sarima,3.254009,3.039803
2016-10,8,2017-06,sarima,3.308914,2.732444
2016-10,9,2017-07,sarima,3.512737,2.852069
2016-10,10,2017-08,sarima,3.370004,3.173810
2016-10,11,2017-09,sarima,3.383990,2.944995
2016-10,12,2017-10,sarima,3.155157,2.040143
2016-10,1,2016-11,ridge,3.090479,3.349632
2016-10,2,2016-12,ridge,2.651647,3.234882
2016-10,3,2017-01,ridge,2.202305,3.096364
2016-10,4,2017-02,ridge,2.114146,3.249793
2016-10,5,2017-03,ridge,1.970055,3.974854
2016-10,6,2017-04,ridge,2.090829,3.694716
2016-10,7,2017-05,ridge,2.131749,3.039803
2016-10,8,2017-06,ridge,2.233973,2.732444
2016-10,9,2017-07,ridge,2.481113,2.852069
2016-10,10,2017-08,ridge,2.280245,3.173810
2016-10,11,2017-09,ridge,2.321980,2.944995
2016-10,12,2017-10,ridge,2.073408,2.040143
2016-10,1,2016-11,gbm,3.296484,3.349632
2016-10,2,2016-12,gbm,3.027061,3.234882
2016-10,3,2017-01,gbm,2.642371,3.096364
2016-10,4,2017-02,gbm,2.761428,3.249793
2016-10,5,2017-03,gbm,2.844021,3.974854
2016-10,6,2017-04,gbm,2.890122,3.694716
2016-10,7,2017-05,gbm,2.663170,3.039803
2016-10,8,2017-06,gbm,2.893793,2.732444
2016-10,9,2017-07,gbm,3.327197,2.852069
2016-10,10,2017-08,gbm,3.547336,3.173810
2016-10,11,2017-09,gbm,3.634270,2.944995
2016-10,12,2017-10,gbm,3.290938,2.040143
2016-11,1,2016-12,ingenuo,3.349632,3.234882
2016-11,2,2017-01,ingenuo,3.349632,3.096364
2016-11,3,2017-02,ingenuo,3.349632,3.249793
2016-11,4,2017-03,ingenuo,3.349632,3.974854
2016-11,5,2017-04,ingenuo,3.349632,3.694716
2016-11,6,2017-05,ingenuo,3.349632,3.039803
2016-11,7,2017-06,ingenuo,3.349632,2.732444
2016-11,8,2017-07,ingenuo,3.349632,2.852069
2016-11,9,2017-08,ingenuo,3.349632,3.173810
2016-11,10,2017-09,ingenuo,3.349632,2.944995
2016-11,11,2017-10,ingenuo,3.349632,2.040143
2016-11,12,2017-11,ingenuo,3.349632,1.544338
2016-11,1,2016-12,estacional,3.172927,3.234882
2016-11,2,2017-01,estacional,2.969498,3.096364
2016-11,3,2017-02,estacional,3.060871,3.249793
2016-11,4,2017-03,estacional,3.176072,3.974854
2016-11,5,2017-04,estacional,3.489951,3.694716
2016-11,6,2017-05,estacional,3.527799,3.039803
2016-11,7,2017-06,estacional,3.560509,2.732444
2016-11,8,2017-07,estacional,3.807815,2.852069
2016-11,9,2017-08,estacional,3.788888,3.173810
2016-11,10,2017-09,estacional,3.791558,2.944995
2016-11,11,2017-10,estacional,3.531499,2.040143
2016-11,12,2017-11,estacional,3.258389,1.544338
2016-11,1,2016-12,encuesta,,3.234882
2016-11,2,2017-01,encuesta,,3.096364
2016-11,3,2017-02,encuesta,,3.249793
2016-11,4,2017-03,encuesta,,3.974854
2016-11,5,2017-04,encuesta,,3.694716
2016-11,6,2017-05,encuesta,,3.039803
2016-11,7,2017-06,encuesta,,2.732444
2016-11,8,2017-07,encuesta,,2.852069
2016-11,9,2017-08,encuesta,,3.173810
2016-11,10,2017-09,encuesta,,2.944995
2016-11,11,2017-10,encuesta,,2.040143
2016-11,12,2017-11,encuesta,2.908333,1.544338
2016-11,1,2016-12,sarima,3.224370,3.234882
2016-11,2,2017-01,sarima,3.103467,3.096364
2016-11,3,2017-02,sarima,3.248473,3.249793
2016-11,4,2017-03,sarima,3.154151,3.974854
2016-11,5,2017-04,sarima,3.392779,3.694716
2016-11,6,2017-05,sarima,3.379850,3.039803
2016-11,7,2017-06,sarima,3.439208,2.732444
2016-11,8,2017-07,sarima,3.643967,2.852069
2016-11,9,2017-08,sarima,3.506520,3.173810
2016-11,10,2017-09,sarima,3.521566,2.944995
2016-11,11,2017-10,sarima,3.297727,2.040143
2016-11,12,2017-11,sarima,3.143343,1.544338
2016-11,1,2016-12,ridge,3.147213,3.234882
2016-11,2,2017-01,ridge,2.852923,3.096364
2016-11,3,2017-02,ridge,2.883388,3.249793
2016-11,4,2017-03,ridge,2.588457,3.974854
2016-11,5,2017-04,ridge,2.707946,3.694716
2016-11,6,2017-05,ridge,2.553604,3.039803
2016-11,7,2017-06,ridge,2.649950,2.732444
2016-11,8,2017-07,ridge,3.046862,2.852069
2016-11,9,2017-08,ridge,2.950233,3.173810
2016-11,10,2017-09,ridge,2.929248,2.944995
2016-11,11,2017-10,ridge,2.752486,2.040143
2016-11,12,2017-11,ridge,2.547283,1.544338
2016-11,1,2016-12,gbm,3.179709,3.234882
2016-11,2,2017-01,gbm,2.963566,3.096364
2016-11,3,2017-02,gbm,2.996030,3.249793
2016-11,4,2017-03,gbm,3.022539,3.974854
2016-11,5,2017-04,gbm,3.376604,3.694716
2016-11,6,2017-05,gbm,3.040024,3.039803
2016-11,7,2017-06,gbm,2.857671,2.732444
2016-11,8,2017-07,gbm,3.130437,2.852069
2016-11,9,2017-08,gbm,3.298669,3.173810
2016-11,10,2017-09,gbm,3.717100,2.944995
2016-11,11,2017-10,gbm,3.596962,2.040143
2016-11,12,2017-11,gbm,3.450443,1.544338
2016-12,1,2017-01,ingenuo,3.234882,3.096364
2016-12,2,2017-02,ingenuo,3.234882,3.249793
2016-12,3,2017-03,ingenuo,3.234882,3.974854
2016-12,4,2017-04,ingenuo,3.234882,3.694716
2016-12,5,2017-05,ingenuo,3.234882,3.039803
2016-12,6,2017-06,ingenuo,3.234882,2.732444
2016-12,7,2017-07,ingenuo,3.234882,2.852069
2016-12,8,2017-08,ingenuo,3.234882,3.173810
2016-12,9,2017-09,ingenuo,3.234882,2.944995
2016-12,10,2017-10,ingenuo,3.234882,2.040143
2016-12,11,2017-11,ingenuo,3.234882,1.544338
2016-12,12,2017-12,ingenuo,3.234882,1.364856
2016-12,1,2017-01,estacional,3.031332,3.096364
2016-12,2,2017-02,estacional,3.122760,3.249793
2016-12,3,2017-03,estacional,3.238030,3.974854
2016-12,4,2017-04,estacional,3.552097,3.694716
2016-12,5,2017-05,estacional,3.589969,3.039803
2016-12,6,2017-06,estacional,3.622698,2.732444
2016-12,7,2017-07,estacional,3.870152,2.852069
2016-12,8,2017-08,estacional,3.851214,3.173810
2016-12,9,2017-09,estacional,3.853885,2.944995
2016-12,10,2017-10,estacional,3.593671,2.040143
2016-12,11,2017-11,estacional,3.320397,1.544338
2016-12,12,2017-12,estacional,3.271420,1.364856
2016-12,1,2017-01,encuesta,,3.096364
2016-12,2,2017-02,encuesta,,3.249793
2016-12,3,2017-03,encuesta,,3.974854
2016-12,4,2017-04,encuesta,,3.694716
2016-12,5,2017-05,encuesta,,3.039803
2016-12,6,2017-06,encuesta,,2.732444
2016-12,7,2017-07,encuesta,,2.852069
2016-12,8,2017-08,encuesta,,3.173810
2016-12,9,2017-09,encuesta,,2.944995
2016-12,10,2017-10,encuesta,,2.040143
2016-12,11,2017-11,encuesta,,1.544338
2016-12,12,2017-12,encuesta,2.900000,1.364856
2016-12,1,2017-01,sarima,3.113917,3.096364
2016-12,2,2017-02,sarima,3.275559,3.249793
2016-12,3,2017-03,sarima,3.217777,3.974854
2016-12,4,2017-04,sarima,3.445598,3.694716
2016-12,5,2017-05,sarima,3.412900,3.039803
2016-12,6,2017-06,sarima,3.459037,2.732444
2016-12,7,2017-07,sarima,3.656410,2.852069
2016-12,8,2017-08,sarima,3.500031,3.173810
2016-12,9,2017-09,sarima,3.510616,2.944995
2016-12,10,2017-10,sarima,3.270532,2.040143
2016-12,11,2017-11,sarima,3.094745,1.544338
2016-12,12,2017-12,sarima,3.033161,1.364856
2016-12,1,2017-01,ridge,3.092323,3.096364
2016-12,2,2017-02,ridge,3.115926,3.249793
2016-12,3,2017-03,ridge,2.990903,3.974854
2016-12,4,2017-04,ridge,2.972019,3.694716
2016-12,5,2017-05,ridge,2.761650,3.039803
2016-12,6,2017-06,ridge,2.614387,2.732444
2016-12,7,2017-07,ridge,2.851673,2.852069
2016-12,8,2017-08,ridge,2.652550,3.173810
2016-12,9,2017-09,ridge,2.589675,2.944995
2016-12,10,2017-10,ridge,2.178476,2.040143
2016-12,11,2017-11,ridge,1.857849,1.544338
2016-12,12,2017-12,ridge,1.690147,1.364856
2016-12,1,2017-01,gbm,3.051736,3.096364
2016-12,2,2017-02,gbm,3.245294,3.249793
2016-12,3,2017-03,gbm,3.138347,3.974854
2016-12,4,2017-04,gbm,3.521078,3.694716
2016-12,5,2017-05,gbm,3.190508,3.039803
2016-12,6,2017-06,gbm,2.830208,2.732444
2016-12,7,2017-07,gbm,2.697603,2.852069
2016-12,8,2017-08,gbm,2.473892,3.173810
2016-12,9,2017-09,gbm,2.734991,2.944995
2016-12,10,2017-10,gbm,2.510722,2.040143
2016-12,11,2017-11,gbm,2.586901,1.544338
2016-12,12,2017-12,gbm,2.444078,1.364856
2017-01,1,2017-02,ingenuo,3.096364,3.249793
2017-01,2,2017-03,ingenuo,3.096364,3.974854
2017-01,3,2017-04,ingenuo,3.096364,3.694716
2017-01,4,2017-05,ingenuo,3.096364,3.039803
2017-01,5,2017-06,ingenuo,3.096364,2.732444
2017-01,6,2017-07,ingenuo,3.096364,2.852069
2017-01,7,2017-08,ingenuo,3.096364,3.173810
2017-01,8,2017-09,ingenuo,3.096364,2.944995
2017-01,9,2017-10,ingenuo,3.096364,2.040143
2017-01,10,2017-11,ingenuo,3.096364,1.544338
2017-01,11,2017-12,ingenuo,3.096364,1.364856
2017-01,12,2018-01,ingenuo,3.096364,1.253188
2017-01,1,2017-02,estacional,3.187851,3.249793
2017-01,2,2017-03,estacional,3.303194,3.974854
2017-01,3,2017-04,estacional,3.617459,3.694716
2017-01,4,2017-05,estacional,3.655355,3.039803
2017-01,5,2017-06,estacional,3.688104,2.732444
2017-01,6,2017-07,estacional,3.935715,2.852069
2017-01,7,2017-08,estacional,3.916764,3.173810
2017-01,8,2017-09,estacional,3.919438,2.944995
2017-01,9,2017-10,estacional,3.659059,2.040143
2017-01,10,2017-11,estacional,3.385612,1.544338
2017-01,11,2017-12,estacional,3.336605,1.364856
2017-01,12,2018-01,estacional,3.341448,1.253188
2017-01,1,2017-02,encuesta,,3.249793
2017-01,2,2017-03,encuesta,,3.974854
2017-01,3,2017-04,encuesta,,3.694716
2017-01,4,2017-05,encuesta,,3.039803
2017-01,5,2017-06,encuesta,,2.732444
2017-01,6,2017-07,encuesta,,2.852069
2017-01,7,2017-08,encuesta,,3.173810
2017-01,8,2017-09,encuesta,,2.944995
2017-01,9,2017-10,encuesta,,2.040143
2017-01,10,2017-11,encuesta,,1.544338
2017-01,11,2017-12,encuesta,,1.364856
2017-01,12,2018-01,encuesta,2.902083,1.253188
2017-01,1,2017-02,sarima,3.238410,3.249793
2017-01,2,2017-03,sarima,3.150519,3.974854
2017-01,3,2017-04,sarima,3.387811,3.694716
2017-01,4,2017-05,sarima,3.372388,3.039803
2017-01,5,2017-06,sarima,3.429926,2.732444
2017-01,6,2017-07,sarima,3.634985,2.852069
2017-01,7,2017-08,sarima,3.495871,3.173810
2017-01,8,2017-09,sarima,3.510388,2.944995
2017-01,9,2017-10,sarima,3.284566,2.040143
2017-01,10,2017-11,sarima,3.126694,1.544338
2017-01,11,2017-12,sarima,3.065536,1.364856
2017-01,12,2018-01,sarima,3.064861,1.253188
2017-01,1,2017-02,ridge,3.220693,3.249793
2017-01,2,2017-03,ridge,3.085674,3.974854
2017-01,3,2017-04,ridge,3.253932,3.694716
2017-01,4,2017-05,ridge,3.193015,3.039803
